line,fiducial,easting,northing,elevation,height,txrx_dx,txrx_dy,txrx_dz,Tx_Roll,Tx_Pitch,Tx_Yaw,Rx_Roll,Rx_Pitch,Rx_Yaw,Off_time[0],Off_time[1],Off_time[2],Off_time[3],Off_time[4],Off_time[5],Off_time[6],Off_time[7],Off_time[8],Off_time[9],Off_time[10],Off_time[11],Off_time[12],Off_time[13],Off_time[14],Off_time[15],Off_time[16],Off_time[17],Off_time[18],Off_time[19],Off_time[20],Off_time[21],Off_time[22],Off_time[23],Off_time[24],Off_time[25],Off_time[26],Off_time[27],Off_time[28],Off_time[29],Off_time[30],Off_time[31],Off_time[32],Off_time[33],Off_time[34],Off_time[35],Off_time[36],Off_time[37]
100101,219,432854.9,4194976,2309,29.2,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,6.07E-11,3.72E-11,2.34E-11,1.49E-11,9.43E-12,6.00E-12,3.98E-12,2.56E-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.53E-09,6.27E-09,4.28E-09,2.50E-09,1.52E-09,9.35E-10,6.17E-10,3.90E-10,2.58E-10,1.69E-10,1.06E-10,6.81E-11,4.45E-11,2.84E-11,1.79E-11,1.31E-11,NaN,NaN,NaN,NaN,NaN
100101,220,432882.2,4194986,2309,30.2,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,5.68E-11,3.60E-11,2.27E-11,1.38E-11,8.79E-12,5.60E-12,3.74E-12,2.40E-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.77E-09,5.42E-09,3.75E-09,2.34E-09,1.45E-09,8.96E-10,5.92E-10,3.76E-10,2.36E-10,1.59E-10,1.03E-10,6.55E-11,4.13E-11,2.78E-11,1.73E-11,1.21E-11,NaN,NaN,NaN,NaN,NaN
100101,221,432911.7,4194996,2309.2,30.3,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,5.30E-11,3.35E-11,2.11E-11,1.31E-11,8.25E-12,5.24E-12,3.51E-12,2.25E-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.46E-09,4.77E-09,3.45E-09,2.20E-09,1.35E-09,8.46E-10,5.48E-10,3.58E-10,2.28E-10,1.52E-10,9.87E-11,6.37E-11,4.04E-11,2.64E-11,1.71E-11,1.19E-11,NaN,NaN,NaN,NaN,NaN
100101,222,432943.9,4195006,2309.7,29.4,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,5.10E-11,3.18E-11,2.00E-11,1.26E-11,8.01E-12,5.11E-12,3.30E-12,2.19E-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.65E-09,4.89E-09,3.37E-09,2.15E-09,1.32E-09,8.29E-10,5.36E-10,3.45E-10,2.26E-10,1.46E-10,9.33E-11,6.00E-11,3.77E-11,2.56E-11,1.69E-11,1.20E-11,NaN,NaN,NaN,NaN,NaN
100101,223,432974.9,4195015.5,2310,28.9,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,5.10E-11,3.10E-11,1.95E-11,1.24E-11,7.88E-12,5.01E-12,3.22E-12,2.11E-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.74E-09,4.93E-09,3.41E-09,2.15E-09,1.34E-09,8.36E-10,5.20E-10,3.40E-10,2.21E-10,1.35E-10,9.21E-11,5.80E-11,3.76E-11,2.35E-11,1.71E-11,1.16E-11,NaN,NaN,NaN,NaN,NaN
100101,224,433006.2,4195025,2310,28,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,5.05E-11,3.09E-11,1.94E-11,1.24E-11,7.92E-12,5.05E-12,3.27E-12,2.08E-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.80E-09,4.95E-09,3.41E-09,2.13E-09,1.34E-09,8.38E-10,5.26E-10,3.39E-10,2.20E-10,1.35E-10,9.29E-11,5.76E-11,3.63E-11,2.33E-11,1.64E-11,1.04E-11,NaN,NaN,NaN,NaN,NaN
100101,225,433036.8,4195035.5,2309.9,27.8,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,5.02E-11,3.08E-11,1.92E-11,1.23E-11,7.80E-12,4.96E-12,3.20E-12,2.02E-12,1.26E-12,7.89E-13,NaN,NaN,NaN,NaN,NaN,NaN,6.77E-09,4.93E-09,3.39E-09,2.08E-09,1.31E-09,8.22E-10,5.18E-10,3.36E-10,2.15E-10,1.30E-10,8.77E-11,5.63E-11,3.70E-11,2.40E-11,1.59E-11,9.21E-12,NaN,NaN,NaN,NaN,NaN
100101,226,433066.2,4195046.5,2309.6,28.3,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,4.91E-11,2.95E-11,1.86E-11,1.18E-11,7.63E-12,4.83E-12,3.10E-12,1.97E-12,1.22E-12,7.69E-13,NaN,NaN,NaN,NaN,NaN,NaN,6.47E-09,4.74E-09,3.28E-09,2.01E-09,1.27E-09,7.67E-10,4.96E-10,3.23E-10,2.07E-10,1.27E-10,8.21E-11,5.36E-11,3.59E-11,2.41E-11,1.51E-11,8.94E-12,NaN,NaN,NaN,NaN,NaN
100101,227,433094.7,4195059,2309.1,29.7,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,4.73E-11,2.83E-11,1.79E-11,1.14E-11,7.36E-12,4.63E-12,2.92E-12,1.87E-12,1.16E-12,7.64E-13,NaN,NaN,NaN,NaN,NaN,NaN,6.11E-09,4.43E-09,3.10E-09,1.92E-09,1.21E-09,7.02E-10,4.72E-10,3.11E-10,1.93E-10,1.26E-10,7.61E-11,4.99E-11,3.41E-11,2.24E-11,1.42E-11,8.81E-12,NaN,NaN,NaN,NaN,NaN
100101,228,433122.9,4195071,2309.2,32.1,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,4.48E-11,2.68E-11,1.70E-11,1.08E-11,7.11E-12,4.49E-12,2.85E-12,1.84E-12,1.13E-12,7.27E-13,NaN,NaN,NaN,NaN,NaN,NaN,5.50E-09,4.02E-09,2.80E-09,1.80E-09,1.07E-09,6.54E-10,4.37E-10,2.92E-10,1.85E-10,1.20E-10,7.22E-11,4.60E-11,3.21E-11,2.21E-11,1.42E-11,8.45E-12,NaN,NaN,NaN,NaN,NaN
100101,229,433151.6,4195083,2309.6,33.9,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,4.09E-11,2.54E-11,1.62E-11,1.04E-11,6.62E-12,4.27E-12,2.73E-12,1.75E-12,1.08E-12,7.27E-13,NaN,NaN,NaN,NaN,NaN,NaN,5.02E-09,3.66E-09,2.53E-09,1.63E-09,9.82E-10,5.95E-10,3.88E-10,2.74E-10,1.72E-10,1.13E-10,6.55E-11,4.25E-11,2.97E-11,2.08E-11,1.29E-11,7.52E-12,NaN,NaN,NaN,NaN,NaN
100101,230,433180.4,4195094,2310.3,34.9,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,3.89E-11,2.44E-11,1.56E-11,1.01E-11,6.50E-12,4.20E-12,2.75E-12,1.79E-12,1.13E-12,7.34E-13,NaN,NaN,NaN,NaN,NaN,NaN,4.47E-09,3.36E-09,2.33E-09,1.46E-09,9.26E-10,5.62E-10,3.75E-10,2.52E-10,1.62E-10,1.08E-10,6.51E-11,4.01E-11,2.95E-11,2.17E-11,1.27E-11,7.94E-12,NaN,NaN,NaN,NaN,NaN
100101,231,433210.6,4195104,2310.8,35.2,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,3.76E-11,2.38E-11,1.53E-11,9.94E-12,6.43E-12,4.25E-12,2.81E-12,1.88E-12,1.25E-12,8.50E-13,NaN,NaN,NaN,NaN,NaN,NaN,4.23E-09,3.17E-09,2.25E-09,1.41E-09,9.11E-10,5.59E-10,3.69E-10,2.40E-10,1.53E-10,1.03E-10,6.53E-11,4.02E-11,2.67E-11,1.83E-11,1.29E-11,8.38E-12,NaN,NaN,NaN,NaN,NaN
100101,232,433242,4195113.5,2311,34.5,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,3.73E-11,2.37E-11,1.53E-11,1.00E-11,6.49E-12,4.28E-12,2.83E-12,1.89E-12,1.26E-12,7.97E-13,NaN,NaN,NaN,NaN,NaN,NaN,4.14E-09,3.12E-09,2.27E-09,1.44E-09,9.15E-10,5.65E-10,3.73E-10,2.42E-10,1.55E-10,1.00E-10,6.64E-11,4.10E-11,2.79E-11,1.76E-11,1.23E-11,9.05E-12,NaN,NaN,NaN,NaN,NaN
100101,233,433273.7,4195124,2311.2,33.1,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,3.83E-11,2.40E-11,1.55E-11,1.01E-11,6.56E-12,4.29E-12,2.78E-12,1.84E-12,1.20E-12,7.90E-13,NaN,NaN,NaN,NaN,NaN,NaN,4.48E-09,3.29E-09,2.39E-09,1.53E-09,9.58E-10,5.90E-10,3.86E-10,2.47E-10,1.50E-10,1.03E-10,6.84E-11,4.20E-11,2.96E-11,1.77E-11,1.24E-11,8.89E-12,NaN,NaN,NaN,NaN,NaN
100101,234,433305.3,4195135.5,2311.4,31.7,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,3.93E-11,2.45E-11,1.57E-11,1.02E-11,6.61E-12,4.30E-12,2.77E-12,1.84E-12,1.19E-12,7.88E-13,NaN,NaN,NaN,NaN,NaN,NaN,4.88E-09,3.75E-09,2.51E-09,1.60E-09,9.98E-10,6.26E-10,3.98E-10,2.61E-10,1.58E-10,1.04E-10,7.25E-11,4.22E-11,3.10E-11,1.68E-11,1.15E-11,NaN,NaN,NaN,NaN,NaN,NaN
100101,235,433335.8,4195147.5,2311.7,31,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,4.01E-11,2.50E-11,1.60E-11,1.04E-11,6.66E-12,4.32E-12,2.74E-12,1.82E-12,1.18E-12,8.10E-13,NaN,NaN,NaN,NaN,NaN,NaN,5.19E-09,3.85E-09,2.62E-09,1.67E-09,1.03E-09,6.51E-10,4.09E-10,2.64E-10,1.63E-10,1.05E-10,7.47E-11,4.42E-11,3.23E-11,1.70E-11,1.21E-11,NaN,NaN,NaN,NaN,NaN,NaN
100101,236,433365.2,4195160.5,2311.6,31,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,4.05E-11,2.53E-11,1.62E-11,1.03E-11,6.63E-12,4.28E-12,2.71E-12,1.81E-12,1.20E-12,7.91E-13,NaN,NaN,NaN,NaN,NaN,NaN,5.14E-09,3.85E-09,2.68E-09,1.70E-09,1.05E-09,6.60E-10,4.00E-10,2.71E-10,1.61E-10,1.02E-10,7.40E-11,4.43E-11,3.11E-11,1.57E-11,1.14E-11,NaN,NaN,NaN,NaN,NaN,NaN
100101,237,433394.7,4195173,2311.1,32.1,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,4.01E-11,2.51E-11,1.61E-11,1.03E-11,6.61E-12,4.25E-12,2.70E-12,1.73E-12,1.12E-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.87E-09,3.69E-09,2.56E-09,1.64E-09,1.02E-09,6.41E-10,3.92E-10,2.61E-10,1.64E-10,1.03E-10,7.52E-11,4.42E-11,3.13E-11,1.69E-11,1.10E-11,NaN,NaN,NaN,NaN,NaN,NaN
100101,238,433425.6,4195185.5,2311.1,33.4,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,3.97E-11,2.50E-11,1.57E-11,1.01E-11,6.54E-12,4.20E-12,2.70E-12,1.74E-12,1.10E-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.71E-09,3.58E-09,2.48E-09,1.56E-09,1.00E-09,6.24E-10,3.72E-10,2.51E-10,1.52E-10,1.01E-10,6.99E-11,4.28E-11,2.98E-11,1.74E-11,1.21E-11,NaN,NaN,NaN,NaN,NaN,NaN
100101,239,433453.2,4195196.5,2311.1,35.1,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,3.74E-11,2.31E-11,1.48E-11,9.77E-12,6.35E-12,4.07E-12,2.64E-12,1.78E-12,1.19E-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.21E-09,3.18E-09,2.23E-09,1.38E-09,9.40E-10,5.80E-10,3.60E-10,2.42E-10,1.50E-10,1.00E-10,6.34E-11,4.14E-11,2.77E-11,1.83E-11,1.21E-11,9.79E-12,NaN,NaN,NaN,NaN,NaN
100101,240,433481.1,4195206,2311.4,35.2,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,3.56E-11,2.26E-11,1.46E-11,9.58E-12,6.26E-12,4.06E-12,2.56E-12,1.68E-12,1.12E-12,7.66E-13,NaN,NaN,NaN,NaN,NaN,NaN,3.87E-09,3.01E-09,2.11E-09,1.30E-09,8.31E-10,5.52E-10,3.67E-10,2.33E-10,1.52E-10,9.78E-11,6.17E-11,4.16E-11,2.63E-11,1.69E-11,1.11E-11,8.99E-12,NaN,NaN,NaN,NaN,NaN
100101,241,433512,4195216.5,2311.8,34.2,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,3.60E-11,2.27E-11,1.45E-11,9.26E-12,6.02E-12,3.87E-12,2.55E-12,1.69E-12,1.16E-12,7.96E-13,NaN,NaN,NaN,NaN,NaN,NaN,4.02E-09,3.10E-09,2.16E-09,1.34E-09,8.81E-10,5.57E-10,3.68E-10,2.34E-10,1.55E-10,1.02E-10,5.77E-11,4.11E-11,2.52E-11,1.70E-11,1.12E-11,7.85E-12,NaN,NaN,NaN,NaN,NaN
100101,242,433544.8,4195228,2312,33.5,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,3.68E-11,2.30E-11,1.46E-11,9.35E-12,6.09E-12,NaN,2.54E-12,1.66E-12,1.08E-12,7.29E-13,NaN,NaN,NaN,NaN,NaN,NaN,4.16E-09,3.24E-09,2.25E-09,1.42E-09,9.09E-10,5.65E-10,3.85E-10,2.40E-10,1.54E-10,9.98E-11,5.88E-11,3.94E-11,2.48E-11,1.61E-11,1.05E-11,7.65E-12,NaN,NaN,NaN,NaN,NaN
100101,243,433578.9,4195240,2312,32.9,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,3.75E-11,2.33E-11,1.48E-11,9.45E-12,6.12E-12,3.86E-12,2.50E-12,1.62E-12,1.05E-12,6.93E-13,NaN,NaN,NaN,NaN,NaN,NaN,4.47E-09,3.37E-09,2.34E-09,1.50E-09,9.51E-10,5.68E-10,3.88E-10,2.47E-10,1.59E-10,9.66E-11,6.06E-11,3.97E-11,2.53E-11,1.64E-11,1.04E-11,7.67E-12,NaN,NaN,NaN,NaN,NaN
100101,244,433611.6,4195253,2312,32.6,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,3.75E-11,2.32E-11,1.46E-11,9.34E-12,5.96E-12,3.84E-12,2.47E-12,1.60E-12,1.04E-12,6.81E-13,NaN,NaN,NaN,NaN,NaN,NaN,4.59E-09,3.40E-09,2.40E-09,1.52E-09,9.50E-10,5.96E-10,3.85E-10,2.55E-10,1.63E-10,9.84E-11,6.21E-11,3.91E-11,2.50E-11,1.42E-11,9.89E-12,NaN,NaN,NaN,NaN,NaN,NaN
100101,245,433640.6,4195265,2312,33,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,3.72E-11,2.30E-11,1.45E-11,9.30E-12,5.91E-12,3.78E-12,2.44E-12,1.57E-12,1.01E-12,6.82E-13,NaN,NaN,NaN,NaN,NaN,NaN,4.70E-09,3.37E-09,2.34E-09,1.51E-09,9.49E-10,5.97E-10,3.88E-10,2.56E-10,1.62E-10,1.01E-10,6.20E-11,3.90E-11,2.59E-11,1.30E-11,8.29E-12,NaN,NaN,NaN,NaN,NaN,NaN
100101,246,433670.4,4195277.5,2312.1,33.9,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,3.58E-11,2.25E-11,1.42E-11,9.08E-12,5.75E-12,3.68E-12,2.48E-12,1.63E-12,1.08E-12,7.65E-13,NaN,NaN,NaN,NaN,NaN,NaN,4.51E-09,3.39E-09,2.29E-09,1.50E-09,9.25E-10,5.82E-10,3.85E-10,2.48E-10,1.62E-10,9.78E-11,6.11E-11,3.75E-11,2.64E-11,1.33E-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
100101,247,433700.7,4195289,2312.3,34.7,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,3.48E-11,2.19E-11,1.39E-11,8.88E-12,5.70E-12,3.67E-12,2.45E-12,1.60E-12,1.06E-12,7.47E-13,NaN,NaN,NaN,NaN,NaN,NaN,4.25E-09,3.12E-09,2.21E-09,1.45E-09,8.87E-10,5.63E-10,3.73E-10,2.40E-10,1.58E-10,9.66E-11,6.18E-11,3.57E-11,2.67E-11,1.39E-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
100101,248,433731.6,4195299.5,2312.7,35.4,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,3.42E-11,2.15E-11,1.37E-11,8.77E-12,5.71E-12,3.73E-12,2.51E-12,1.63E-12,1.11E-12,7.90E-13,NaN,NaN,NaN,NaN,NaN,NaN,3.91E-09,2.93E-09,2.06E-09,1.41E-09,8.58E-10,5.31E-10,3.64E-10,2.29E-10,1.51E-10,9.65E-11,5.98E-11,3.69E-11,2.68E-11,1.50E-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
100101,249,433763.4,4195309,2313,35.5,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,3.39E-11,2.10E-11,1.36E-11,8.82E-12,5.81E-12,3.79E-12,2.59E-12,1.71E-12,1.13E-12,7.86E-13,NaN,NaN,NaN,NaN,NaN,NaN,3.84E-09,2.98E-09,2.06E-09,1.38E-09,8.39E-10,5.14E-10,3.49E-10,2.27E-10,1.50E-10,9.53E-11,6.15E-11,3.72E-11,2.73E-11,1.53E-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
100101,250,433795.8,4195318.5,2313.2,34.8,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,3.41E-11,2.12E-11,1.36E-11,8.81E-12,5.76E-12,3.80E-12,2.52E-12,1.70E-12,1.08E-12,7.32E-13,NaN,NaN,NaN,NaN,NaN,NaN,3.98E-09,3.13E-09,2.09E-09,1.39E-09,8.33E-10,5.36E-10,3.50E-10,2.36E-10,1.53E-10,9.52E-11,6.10E-11,3.67E-11,2.65E-11,1.63E-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
100101,251,433827.8,4195327.5,2313.2,34.1,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,3.43E-11,2.13E-11,1.36E-11,8.79E-12,5.68E-12,3.73E-12,2.43E-12,1.58E-12,1.00E-12,6.53E-13,NaN,NaN,NaN,NaN,NaN,NaN,4.12E-09,3.22E-09,2.22E-09,1.45E-09,8.59E-10,5.52E-10,3.57E-10,2.32E-10,1.56E-10,9.52E-11,6.29E-11,3.63E-11,2.51E-11,1.70E-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
100101,252,433858.8,4195337.5,2313.1,34.1,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,3.42E-11,2.12E-11,1.33E-11,8.68E-12,5.56E-12,3.60E-12,2.29E-12,1.43E-12,9.58E-13,6.07E-13,NaN,NaN,NaN,NaN,NaN,NaN,4.15E-09,3.24E-09,2.23E-09,1.47E-09,8.66E-10,5.69E-10,3.55E-10,2.33E-10,1.53E-10,9.35E-11,6.05E-11,3.76E-11,2.49E-11,1.83E-11,1.06E-11,NaN,NaN,NaN,NaN,NaN,NaN
100101,253,433889.4,4195348.5,2313.1,35.1,-13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,3.35E-11,2.07E-11,1.30E-11,8.55E-12,5.44E-12,3.52E-12,2.22E-12,1.37E-12,9.15E-13,5.80E-13,NaN,NaN,NaN,NaN,NaN,NaN,4.05E-09,3.05E-09,2.15E-09,1.40E-09,8.68E-10,5.69E-10,3.47E-10,2.24E-10,1.51E-10,9.37E-11,5.97E-11,3.66E-11,2.43E-11,1.70E-11,1.07E-11,NaN,NaN,NaN,NaN,NaN,NaN
